match_id,season,league_code,league,date,home_team,away_team,actual_home_goals,actual_away_goals,league_avg_goals_pre,league_home_goals_pre,league_away_goals_pre,home_recent8_gf,home_recent8_ga,away_recent8_gf,away_recent8_ga,home_home8_gf,home_home8_ga,away_away8_gf,away_away8_ga,home_elo_pre,away_elo_pre,elo_diff_pre,home_rest_days,away_rest_days,home_rest_missing,away_rest_missing,market_home_prob,market_draw_prob,market_away_prob,market_over25_prob,market_under25_prob,market_missing_1x2,market_missing_ou,asian_handicap,asian_abs_depth,market_home_odds,market_draw_odds,market_away_odds,market_over25_odds,market_under25_odds,asian_home_odds,asian_away_odds,xg_base_home,xg_base_away,xg_base_total,xg_base_margin,residual_home,residual_away,lineup_missing,tracking_missing,pregame_xg_missing,source_url
1920|N1|2019-08-02|Zwolle|Willem II,1920,N1,Netherlands Eredivisie,2019-08-02,Zwolle,Willem II,1,3,2.6,1.38,1.22,1.38,1.22,1.22,1.38,1.38,1.22,1.22,1.38,1500.0,1500.0,0.0,7.0,7.0,1,1,0.4243156199677939,0.2745571658615137,0.30112721417069244,0.5526315789473685,0.4473684210526316,0,0,-0.25,0.25,2.2,3.4,3.1,1.7,2.1,2.06,1.84,1.5294640282125502,1.2998031586473326,2.829267186859883,0.22966086956521758,-0.5294640282125502,1.7001968413526674,1,1,1,https://www.football-data.co.uk/mmz4281/1920/N1.csv
1920|N1|2019-08-03|FC Emmen|Groningen,1920,N1,Netherlands Eredivisie,2019-08-03,FC Emmen,Groningen,0,1,4.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1500.0,1500.0,0.0,7.0,7.0,1,1,0.35968050586571265,0.28338464098510696,0.3569348531491805,0.47368421052631576,0.5263157894736842,0,0,0.0,0.0,2.6,3.3,2.62,2.0,1.8,1.92,1.98,1.4438680166462448,1.439716589738848,2.8835846063850927,0.0041514269073967824,-1.4438680166462448,-0.439716589738848,1,1,1,https://www.football-data.co.uk/mmz4281/1920/N1.csv
1920|N1|2019-08-03|Vitesse|Ajax,1920,N1,Netherlands Eredivisie,2019-08-03,Vitesse,Ajax,2,2,4.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1500.0,1500.0,0.0,7.0,7.0,1,1,0.14631673800405498,0.2196440639783735,0.6340391980175715,0.6721311475409837,0.32786885245901637,0,0,1.0,1.0,6.5,4.33,1.5,1.4,2.87,2.02,1.77,1.3347947179144537,2.2458310774548904,3.580625795369344,-0.9110363595404367,0.6652052820855463,-0.2458310774548904,1,1,1,https://www.football-data.co.uk/mmz4281/1920/N1.csv
1920|N1|2019-08-03|Twente|PSV Eindhoven,1920,N1,Netherlands Eredivisie,2019-08-03,Twente,PSV Eindhoven,1,1,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1500.0,1500.0,0.0,7.0,7.0,1,1,0.1431861979315142,0.2149446389272153,0.6418691631412705,0.5994897959183673,0.4005102040816326,0,0,1.0,1.0,6.5,4.33,1.45,1.57,2.35,2.09,1.81,1.0763727209486385,2.00398136434579,3.0803540852944282,-0.9276086433971515,-0.07637272094863845,-1.00398136434579,1,1,1,https://www.football-data.co.uk/mmz4281/1920/N1.csv
1920|N1|2019-08-03|VVV Venlo|Waalwijk,1920,N1,Netherlands Eredivisie,2019-08-03,VVV Venlo,Waalwijk,3,1,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1500.0,1500.0,0.0,7.0,7.0,1,1,0.5263157894736842,0.23684210526315788,0.23684210526315788,0.582901554404145,0.4170984455958549,0,0,-0.75,0.75,1.8,4.0,4.0,1.61,2.25,2.05,1.75,1.7945947379986087,1.226710527472293,3.0213052654709016,0.5678842105263158,1.2054052620013913,-0.22671052747229292,1,1,1,https://www.football-data.co.uk/mmz4281/1920/N1.csv
1920|N1|2019-08-04|Heracles|Heerenveen,1920,N1,Netherlands Eredivisie,2019-08-04,Heracles,Heerenveen,0,4,3.0,1.4,1.6,1.4,1.6,1.6,1.4,1.4,1.6,1.6,1.4,1500.0,1500.0,0.0,7.0,7.0,1,1,0.4689603590127151,0.2468212415856395,0.2842183994016455,0.6388206388206389,0.3611793611793612,0,0,-0.25,0.25,2.0,3.8,3.3,1.47,2.6,1.89,2.01,1.77496671460245,1.4522368716705125,3.2272035862729624,0.3227298429319374,-1.77496671460245,2.5477631283294873,1,1,1,https://www.football-data.co.uk/mmz4281/1920/N1.csv
1920|N1|2019-08-04|Feyenoord|Sparta Rotterdam,1920,N1,Netherlands Eredivisie,2019-08-04,Feyenoord,Sparta Rotterdam,2,2,3.1666666666666665,1.1666666666666667,2.0,1.1666666666666667,2.0,2.0,1.1666666666666667,1.1666666666666667,2.0,2.0,1.1666666666666667,1500.0,1500.0,0.0,7.0,7.0,1,1,0.7046463956269218,0.17039631021523746,0.12495729415784079,0.695067264573991,0.30493273542600896,0,0,-1.5,1.5,1.33,5.5,7.5,1.36,3.1,2.0,1.9,2.3159766372715724,1.179086715850322,3.4950633531218944,1.1368899214212504,-0.31597663727157244,0.820913284149678,1,1,1,https://www.football-data.co.uk/mmz4281/1920/N1.csv
1920|N1|2019-08-04|Den Haag|Utrecht,1920,N1,Netherlands Eredivisie,2019-08-04,Den Haag,Utrecht,2,4,3.2857142857142856,1.2857142857142858,2.0,1.2857142857142858,2.0,2.0,1.2857142857142858,1.2857142857142858,2.0,2.0,1.2857142857142858,1500.0,1500.0,0.0,7.0,7.0,1,1,0.25089605734767023,0.27240143369175623,0.4767025089605735,0.5897435897435896,0.41025641025641024,0,0,0.5,0.5,3.8,3.5,2.0,1.6,2.3,1.9,2.0,1.3400554246587808,1.7682747794974907,3.1083302041562715,-0.4282193548387099,0.6599445753412192,2.2317252205025095,1,1,1,https://www.football-data.co.uk/mmz4281/1920/N1.csv
1920|N1|2019-08-04|AZ Alkmaar|For Sittard,1920,N1,Netherlands Eredivisie,2019-08-04,AZ Alkmaar,For Sittard,4,0,3.625,1.375,2.25,1.375,2.25,2.25,1.375,1.375,2.25,2.25,1.375,1500.0,1500.0,0.0,7.0,7.0,1,1,0.7635381181722072,0.1433102314107835,0.09315165041700929,0.7188160676532769,0.28118393234672306,0,0,-2.0,2.0,1.22,6.5,10.0,1.33,3.4,2.02,1.77,2.5320115723871806,1.1711872331413216,3.703198805528502,1.360824339245859,1.4679884276128194,-1.1711872331413216,1,1,1,https://www.football-data.co.uk/mmz4281/1920/N1.csv
1920|N1|2019-08-09|Sparta Rotterdam|VVV Venlo,1920,N1,Netherlands Eredivisie,2019-08-09,Sparta Rotterdam,VVV Venlo,4,1,3.6666666666666665,1.6666666666666667,2.0,2.0,2.0,3.0,1.0,1.6666666666666667,2.0,2.0,1.6666666666666667,1501.8493246116866,1510.1068374815086,-8.257512869821994,5.0,5.0,0,0,0.5687203791469194,0.2606635071090047,0.17061611374407581,0.582901554404145,0.4170984455958549,0,0,-0.75,0.75,1.65,3.6,5.5,1.61,2.25,1.91,1.99,1.9500527907133338,1.2179191414242343,3.167971932137568,0.7321336492890995,2.049947209286666,-0.2179191414242343,1,1,1,https://www.football-data.co.uk/mmz4281/1920/N1.csv
1920|F1|2019-08-09|Monaco|Lyon,1920,F1,France Ligue 1,2019-08-09,Monaco,Lyon,0,3,2.6,1.38,1.22,1.38,1.22,1.22,1.38,1.38,1.22,1.22,1.38,1500.0,1500.0,0.0,7.0,7.0,1,1,0.2676137454405836,0.27548473795354195,0.4569015166058745,0.5263157894736842,0.47368421052631576,0,0,0.25,0.25,3.5,3.4,2.05,1.8,2.0,2.04,1.86,1.2062943842732654,1.5358974942751855,2.742191878548451,-0.3296031100019201,-1.2062943842732654,1.4641025057248145,1,1,1,https://www.football-data.co.uk/mmz4281/1920/F1.csv
1920|E0|2019-08-09|Liverpool|Norwich,1920,E0,England Premier League,2019-08-09,Liverpool,Norwich,4,1,2.6,1.38,1.22,1.38,1.22,1.22,1.38,1.38,1.22,1.22,1.38,1500.0,1500.0,0.0,7.0,7.0,1,1,0.8515815085158152,0.10218978102189781,0.046228710462287104,0.7291666666666667,0.27083333333333337,0,0,-2.25,2.25,1.14,9.5,21.0,1.3,3.5,1.91,1.99,2.567483667617131,0.9591902369601967,3.526673904577328,1.6082934306569343,1.432516332382869,0.040809763039803326,1,1,1,https://www.football-data.co.uk/mmz4281/1920/E0.csv
1920|P1|2019-08-09|Portimonense|Belenenses,1920,P1,Portugal Primeira Liga,2019-08-09,Portimonense,Belenenses,0,0,2.6,1.38,1.22,1.38,1.22,1.22,1.38,1.38,1.22,1.22,1.38,1500.0,1500.0,0.0,7.0,7.0,1,1,0.5806996550995988,0.24931371858942772,0.16998662631097347,0.48684210526315796,0.513157894736842,0,0,-1.0,1.0,1.61,3.75,5.5,1.95,1.85,2.05,1.75,1.7055087361946153,0.9109106366662141,2.6164193728608294,0.7945980995284012,-1.7055087361946153,-0.9109106366662141,1,1,1,https://www.football-data.co.uk/mmz4281/1920/P1.csv
1920|E0|2019-08-10|West Ham|Man City,1920,E0,England Premier League,2019-08-10,West Ham,Man City,0,5,5.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,1500.0,1500.0,0.0,7.0,7.0,1,1,0.08120649651972157,0.13921113689095127,0.7795823665893272,0.6818181818181818,0.3181818181818181,0,0,1.75,1.75,12.0,7.0,1.25,1.4,3.0,1.95,1.95,1.2407654580684657,2.6005097736137097,3.841275231682175,-1.359744315545244,-1.2407654580684657,2.3994902263862903,1,1,1,https://www.football-data.co.uk/mmz4281/1920/E0.csv
1920|E0|2019-08-10|Bournemouth|Sheffield United,1920,E0,England Premier League,2019-08-10,Bournemouth,Sheffield United,1,1,5.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1500.0,1500.0,0.0,7.0,7.0,1,1,0.5021812893843917,0.26466311197285497,0.23315559864275323,0.5,0.5,0,0,-0.5,0.5,1.95,3.7,4.2,1.9,1.9,1.95,1.95,1.8396669445528666,1.3461001001515094,3.185767044704376,0.49356684440135723,-0.8396669445528666,-0.3461001001515094,1,1,1,https://www.football-data.co.uk/mmz4281/1920/E0.csv
1920|E0|2019-08-10|Burnley|Southampton,1920,E0,England Premier League,2019-08-10,Burnley,Southampton,3,0,5.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1500.0,1500.0,0.0,7.0,7.0,1,1,0.36208221283134845,0.3008067614291203,0.3371110257395314,0.450261780104712,0.549738219895288,0,0,0.0,0.0,2.7,3.25,2.9,2.1,1.72,1.87,2.03,1.534890324569238,1.4971338896864106,3.0320242142556486,0.03775643488282743,1.465109675430762,-1.4971338896864106,1,1,1,https://www.football-data.co.uk/mmz4281/1920/E0.csv
1920|E0|2019-08-10|Crystal Palace|Everton,1920,E0,England Premier League,2019-08-10,Crystal Palace,Everton,0,0,5.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1500.0,1500.0,0.0,7.0,7.0,1,1,0.2871467639015497,0.2789425706472197,0.43391066545123064,0.43005181347150256,0.5699481865284974,0,0,0.25,0.25,3.4,3.5,2.25,2.2,1.66,1.82,2.08,1.352989100589079,1.6182961197321968,2.971285220321276,-0.2653070191431177,-1.352989100589079,-1.6182961197321968,1,1,1,https://www.football-data.co.uk/mmz4281/1920/E0.csv
1920|E0|2019-08-10|Watford|Brighton,1920,E0,England Premier League,2019-08-10,Watford,Brighton,0,3,5.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1500.0,1500.0,0.0,7.0,7.0,1,1,0.4659498207885305,0.30107526881720437,0.23297491039426524,0.450261780104712,0.549738219895288,0,0,-0.5,0.5,2.1,3.25,4.2,2.1,1.72,2.04,1.86,1.7355411393858888,1.2964830748697598,3.0320242142556486,0.43905806451612905,-1.7355411393858888,1.7035169251302402,1,1,1,https://www.football-data.co.uk/mmz4281/1920/E0.csv
1920|F1|2019-08-10|Marseille|Reims,1920,F1,France Ligue 1,2019-08-10,Marseille,Reims,0,2,3.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,1500.0,1500.0,0.0,7.0,7.0,1,1,0.5666037106988112,0.2766359293411843,0.15676035996000443,0.450261780104712,0.549738219895288,0,0,-0.75,0.75,1.66,3.4,6.0,2.1,1.72,2.02,1.88,1.6709536802863623,0.9210705339692864,2.5920242142556487,0.7498831463170759,-1.6709536802863623,1.0789294660307136,1,1,1,https://www.football-data.co.uk/mmz4281/1920/F1.csv
1920|P1|2019-08-10|Santa Clara|Famalicao,1920,P1,Portugal Primeira Liga,2019-08-10,Santa Clara,Famalicao,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,7.0,7.0,1,1,0.5072616073735894,0.2760099922473943,0.21672840037901628,0.4285714285714286,0.5714285714285715,0,0,-0.5,0.5,1.85,3.4,4.33,2.2,1.65,1.95,1.95,1.1964772853458965,0.670391076370102,1.8668683617159985,0.5260862089757945,-1.1964772853458965,1.329608923629898,1,1,1,https://www.football-data.co.uk/mmz4281/1920/P1.csv
1920|E0|2019-08-10|Tottenham|Aston Villa,1920,E0,England Premier League,2019-08-10,Tottenham,Aston Villa,3,1,3.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1500.0,1500.0,0.0,7.0,7.0,1,1,0.7151112395261485,0.17682750650101128,0.10806125397284022,0.6015228426395939,0.398477157360406,0,0,-1.5,1.5,1.36,5.5,9.0,1.57,2.37,2.1,1.7,2.1329798667344666,0.9547202885778644,3.087700155312331,1.1782595781566023,0.8670201332655334,0.045279711422135605,1,1,1,https://www.football-data.co.uk/mmz4281/1920/E0.csv
1920|N1|2019-08-10|Groningen|Twente,1920,N1,Netherlands Eredivisie,2019-08-10,Groningen,Twente,1,3,3.8,1.9,1.9,1.0,0.0,1.0,1.0,1.9,1.9,1.9,1.9,1513.271243565089,1498.1506753883134,15.120568176775578,7.0,6.0,0,0,0.4701492537313433,0.26865671641791045,0.2611940298507463,0.46052631578947373,0.5394736842105263,0,0,-0.25,0.25,2.0,3.5,3.6,2.05,1.75,1.85,2.05,1.5792790009378073,1.2199387024303445,2.799217703368152,0.35934029850746274,-0.5792790009378073,1.7800612975696555,1,1,1,https://www.football-data.co.uk/mmz4281/1920/N1.csv
1920|N1|2019-08-10|Ajax|FC Emmen,1920,N1,Netherlands Eredivisie,2019-08-10,Ajax,FC Emmen,5,0,3.8181818181818183,1.8181818181818181,2.0,2.0,2.0,0.0,1.0,1.8181818181818181,2.0,2.0,1.8181818181818181,1501.8493246116866,1486.728756434911,15.120568176775578,7.0,7.0,0,0,0.8919382504288165,0.07204116638078903,0.036020583190394515,0.8116883116883117,0.1883116883116883,0,0,-3.25,3.25,1.05,13.0,26.0,1.16,5.0,1.91,1.99,3.0548478573054116,1.1965003444409175,4.251348201746329,1.8583475128644942,1.9451521426945884,-1.1965003444409175,1,1,1,https://www.football-data.co.uk/mmz4281/1920/N1.csv
1920|F1|2019-08-10|Angers|Bordeaux,1920,F1,France Ligue 1,2019-08-10,Angers,Bordeaux,3,1,2.5,0.0,2.5,0.0,2.5,2.5,0.0,0.0,2.5,2.5,0.0,1500.0,1500.0,0.0,7.0,7.0,1,1,0.4586948321388156,0.2938513768389287,0.24745379102225576,0.3796526054590571,0.6203473945409429,0,0,-0.25,0.25,2.05,3.2,3.8,2.5,1.53,1.75,2.05,1.317841359130448,0.9550449049622096,2.2728862640926577,0.36279645416823847,1.682158640869552,0.04495509503779038,1,1,1,https://www.football-data.co.uk/mmz4281/1920/F1.csv
1920|F1|2019-08-10|Brest|Toulouse,1920,F1,France Ligue 1,2019-08-10,Brest,Toulouse,1,1,2.5,0.0,2.5,0.0,2.5,2.5,0.0,0.0,2.5,2.5,0.0,1500.0,1500.0,0.0,7.0,7.0,1,1,0.4689603590127151,0.2842183994016455,0.2468212415856395,0.47368421052631576,0.5263157894736842,0,0,-0.5,0.5,2.0,3.3,3.8,2.0,1.8,2.1,1.8,1.4881294759674157,1.0654551304176774,2.553584606385093,0.4226743455497384,-0.48812947596741574,-0.06545513041767737,1,1,1,https://www.football-data.co.uk/mmz4281/1920/F1.csv
1920|F1|2019-08-10|Dijon|St Etienne,1920,F1,France Ligue 1,2019-08-10,Dijon,St Etienne,1,2,2.5,0.0,2.5,0.0,2.5,2.5,0.0,0.0,2.5,2.5,0.0,1500.0,1500.0,0.0,7.0,7.0,1,1,0.24890190336749632,0.2781844802342606,0.47291361639824303,0.47368421052631576,0.5263157894736842,0,0,0.25,0.25,3.8,3.4,2.0,2.0,1.8,2.07,1.72,1.085739448141302,1.467845158243791,2.553584606385093,-0.38210571010248895,-0.08573944814130208,0.532154841756209,1,1,1,https://www.football-data.co.uk/mmz4281/1920/F1.csv
1920|F1|2019-08-10|Montpellier|Rennes,1920,F1,France Ligue 1,2019-08-10,Montpellier,Rennes,0,1,2.5,0.0,2.5,0.0,2.5,2.5,0.0,0.0,2.5,2.5,0.0,1500.0,1500.0,0.0,7.0,7.0,1,1,0.4317656129529684,0.2968388589051658,0.27139552814186585,0.411764705882353,0.588235294117647,0,0,-0.25,0.25,2.2,3.2,3.5,2.3,1.61,1.94,1.96,1.3264389387284894,1.0405593704941023,2.3669983092225917,0.2858795682343871,-1.3264389387284894,-0.0405593704941023,1,1,1,https://www.football-data.co.uk/mmz4281/1920/F1.csv
1920|F1|2019-08-10|Nice|Amiens,1920,F1,France Ligue 1,2019-08-10,Nice,Amiens,2,1,2.5,0.0,2.5,0.0,2.5,2.5,0.0,0.0,2.5,2.5,0.0,1500.0,1500.0,0.0,7.0,7.0,1,1,0.4255319148936171,0.3191489361702128,0.25531914893617025,0.3436754176610979,0.6563245823389022,0,0,-0.25,0.25,2.25,3.0,3.75,2.75,1.44,1.98,1.92,1.2347186899977776,0.9339569878701179,2.1686756778678955,0.3007617021276596,0.7652813100022224,0.06604301212988206,1,1,1,https://www.football-data.co.uk/mmz4281/1920/F1.csv
1920|P1|2019-08-10|Gil Vicente|Porto,1920,P1,Portugal Primeira Liga,2019-08-10,Gil Vicente,Porto,2,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1500.0,1500.0,0.0,7.0,7.0,1,1,0.08479067302596714,0.18653948065712772,0.7286698463169051,0.5526315789473685,0.4473684210526316,0,0,1.5,1.5,11.0,5.0,1.28,1.7,2.1,1.93,1.97,0.6216609384219923,1.8556062484378906,2.477267186859883,-1.2339453100158981,1.3783390615780076,-0.8556062484378906,1,1,1,https://www.football-data.co.uk/mmz4281/1920/P1.csv
1920|N1|2019-08-10|Willem II|Vitesse,1920,N1,Netherlands Eredivisie,2019-08-10,Willem II,Vitesse,0,2,3.9166666666666665,2.0833333333333335,1.8333333333333333,3.0,1.0,2.0,2.0,2.0833333333333335,1.8333333333333333,1.8333333333333333,2.0833333333333335,1514.6931625184914,1498.1506753883134,16.54248713017796,8.0,7.0,0,0,0.32315978456014366,0.26032315978456017,0.41651705565529623,0.5714285714285715,0.4285714285714286,0,0,0.25,0.25,2.9,3.6,2.25,1.65,2.2,1.83,2.07,1.499224777837157,1.6837809717330277,3.1830057495701847,-0.18455619389587063,-1.499224777837157,0.31621902826697235,1,1,1,https://www.football-data.co.uk/mmz4281/1920/N1.csv
1920|P1|2019-08-10|Benfica|Pacos Ferreira,1920,P1,Portugal Primeira Liga,2019-08-10,Benfica,Pacos Ferreira,5,0,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1500.0,1500.0,0.0,7.0,7.0,1,1,0.783132530120482,0.14457831325301207,0.07228915662650603,0.5994897959183673,0.4005102040816326,0,0,-1.75,1.75,1.2,6.5,13.0,1.57,2.35,1.89,2.01,2.0828079663419934,0.7042127856191015,2.7870207519610948,1.378595180722892,2.9171920336580066,-0.7042127856191015,1,1,1,https://www.football-data.co.uk/mmz4281/1920/P1.csv
1920|N1|2019-08-11|For Sittard|Heracles,1920,N1,Netherlands Eredivisie,2019-08-11,For Sittard,Heracles,1,1,3.769230769230769,1.9230769230769231,1.8461538461538463,0.0,4.0,0.0,4.0,1.9230769230769231,1.8461538461538463,1.8461538461538463,1.9230769230769231,1487.9370004252962,1482.4629995747039,5.474000850592347,6.0,7.0,0,0,0.39325842696629215,0.2696629213483146,0.33707865168539325,0.6388206388206389,0.3611793611793612,0,0,-0.25,0.25,2.4,3.5,2.8,1.47,2.6,2.07,1.72,1.7623890878642254,1.634045267639506,3.3964343555037315,0.12834382022471935,-0.7623890878642254,-0.6340452676395061,1,1,1,https://www.football-data.co.uk/mmz4281/1920/N1.csv
1920|N1|2019-08-11|Heerenveen|Feyenoord,1920,N1,Netherlands Eredivisie,2019-08-11,Heerenveen,Feyenoord,1,1,3.642857142857143,1.8571428571428572,1.7857142857142858,4.0,0.0,2.0,2.0,1.8571428571428572,1.7857142857142858,1.7857142857142858,1.8571428571428572,1517.5370004252961,1498.1506753883134,19.386325036982726,7.0,7.0,0,0,0.19680146684323113,0.2225730875012733,0.5806254456554956,0.6521739130434782,0.3478260869565217,0,0,0.75,0.75,4.75,4.2,1.61,1.44,2.7,2.09,1.81,1.355233373662654,2.065775229626798,3.4210086032894518,-0.7105418559641439,-0.35523337366265406,-1.065775229626798,1,1,1,https://www.football-data.co.uk/mmz4281/1920/N1.csv
1920|N1|2019-08-11|Waalwijk|AZ Alkmaar,1920,N1,Netherlands Eredivisie,2019-08-11,Waalwijk,AZ Alkmaar,0,2,3.642857142857143,1.8571428571428572,1.7857142857142858,1.0,3.0,4.0,0.0,1.8571428571428572,1.7857142857142858,1.7857142857142858,1.8571428571428572,1489.8931625184914,1512.0629995747038,-22.169837056212373,7.0,6.0,0,0,0.08575197889182058,0.18865435356200527,0.725593667546174,0.6521739130434782,0.3478260869565217,0,0,1.5,1.5,11.0,5.0,1.3,1.44,2.7,2.05,1.85,1.0965839850220347,2.3244246182674173,3.4210086032894518,-1.2278406332453826,-1.0965839850220347,-0.3244246182674173,1,1,1,https://www.football-data.co.uk/mmz4281/1920/N1.csv
1920|E0|2019-08-11|Leicester|Wolves,1920,E0,England Premier League,2019-08-11,Leicester,Wolves,0,0,3.142857142857143,1.5714285714285714,1.5714285714285714,1.5714285714285714,1.5714285714285714,1.5714285714285714,1.5714285714285714,1.5714285714285714,1.5714285714285714,1.5714285714285714,1.5714285714285714,1500.0,1500.0,0.0,7.0,7.0,1,1,0.4055587067498582,0.29948950652297224,0.2949517867271696,0.411764705882353,0.588235294117647,0,0,-0.25,0.25,2.4,3.25,3.3,2.3,1.61,2.07,1.83,1.3595322718627343,1.1488946087884289,2.508426880651163,0.21063766307430543,-1.3595322718627343,-1.1488946087884289,1,1,1,https://www.football-data.co.uk/mmz4281/1920/E0.csv
1920|E0|2019-08-11|Newcastle|Arsenal,1920,E0,England Premier League,2019-08-11,Newcastle,Arsenal,0,1,3.142857142857143,1.5714285714285714,1.5714285714285714,1.5714285714285714,1.5714285714285714,1.5714285714285714,1.5714285714285714,1.5714285714285714,1.5714285714285714,1.5714285714285714,1.5714285714285714,1500.0,1500.0,0.0,7.0,7.0,1,1,0.2865412445730825,0.2706222865412446,0.4428364688856729,0.5263157894736842,0.47368421052631576,0,0,0.25,0.25,3.4,3.6,2.2,1.8,2.0,1.99,1.91,1.2909510354081928,1.5706694145688294,2.861620449977022,-0.2797183791606366,-1.2909510354081928,-0.5706694145688294,1,1,1,https://www.football-data.co.uk/mmz4281/1920/E0.csv
1920|F1|2019-08-11|Lille|Nantes,1920,F1,France Ligue 1,2019-08-11,Lille,Nantes,2,1,2.5714285714285716,1.0,1.5714285714285714,1.0,1.5714285714285714,1.5714285714285714,1.0,1.0,1.5714285714285714,1.5714285714285714,1.0,1500.0,1500.0,0.0,7.0,7.0,1,1,0.40822528363047,0.3028768233387358,0.28889789303079416,0.398477157360406,0.6015228426395939,0,0,-0.25,0.25,2.3,3.1,3.25,2.37,1.57,1.98,1.92,1.2837140932899964,1.0598910787032865,2.343605171993283,0.22382301458670995,0.7162859067100036,-0.05989107870328647,1,1,1,https://www.football-data.co.uk/mmz4281/1920/F1.csv
1920|N1|2019-08-11|Utrecht|Zwolle,1920,N1,Netherlands Eredivisie,2019-08-11,Utrecht,Zwolle,3,1,3.4375,1.6875,1.75,4.0,2.0,1.0,3.0,1.6875,1.75,1.75,1.6875,1514.6931625184914,1485.3068374815086,29.386325036982726,7.0,8.0,0,0,0.7042253521126761,0.1971830985915493,0.09859154929577466,0.6521739130434782,0.3478260869565217,0,0,-1.5,1.5,1.33,4.75,9.5,1.44,2.7,1.96,1.94,2.275974170860018,1.0998558610008629,3.3758300318608807,1.176118309859155,0.7240258291399821,-0.09985586100086286,1,1,1,https://www.football-data.co.uk/mmz4281/1920/N1.csv
1920|F1|2019-08-11|Strasbourg|Metz,1920,F1,France Ligue 1,2019-08-11,Strasbourg,Metz,1,1,2.625,1.125,1.5,1.125,1.5,1.5,1.125,1.125,1.5,1.5,1.125,1500.0,1500.0,0.0,7.0,7.0,1,1,0.4276704769412692,0.303508080409933,0.26882144264879776,0.3436754176610979,0.6563245823389022,0,0,-0.25,0.25,2.2,3.1,3.5,2.75,1.44,1.94,1.96,1.239877708859056,0.9562979690088393,2.1961756778678954,0.28357973985021667,-0.23987770885905602,0.043702030991160656,1,1,1,https://www.football-data.co.uk/mmz4281/1920/F1.csv
1920|P1|2019-08-11|Boavista|Aves,1920,P1,Portugal Primeira Liga,2019-08-11,Boavista,Aves,2,1,2.5,1.75,0.75,1.75,0.75,0.75,1.75,1.75,0.75,0.75,1.75,1500.0,1500.0,0.0,7.0,7.0,1,1,0.47904191616766467,0.2874251497005988,0.23353293413173648,0.375,0.625,0,0,-0.5,0.5,1.95,3.25,4.0,2.5,1.5,2.04,1.86,1.3586808384612816,0.9006712576229583,2.25935209608424,0.4580095808383233,0.6413191615387184,0.0993287423770417,1,1,1,https://www.football-data.co.uk/mmz4281/1920/P1.csv
1920|E0|2019-08-11|Man United|Chelsea,1920,E0,England Premier League,2019-08-11,Man United,Chelsea,4,0,2.5555555555555554,1.2222222222222223,1.3333333333333333,1.2222222222222223,1.3333333333333333,1.3333333333333333,1.2222222222222223,1.2222222222222223,1.3333333333333333,1.3333333333333333,1.2222222222222223,1500.0,1500.0,0.0,7.0,7.0,1,1,0.4765957446808511,0.27914893617021275,0.24425531914893614,0.47368421052631576,0.5263157894736842,0,0,-0.5,0.5,2.05,3.5,4.0,2.0,1.8,2.02,1.88,1.5019527760057851,1.0638540526015299,2.565806828607315,0.43809872340425526,2.498047223994215,-1.0638540526015299,1,1,1,https://www.football-data.co.uk/mmz4281/1920/E0.csv
1920|P1|2019-08-11|Maritimo|Sp Lisbon,1920,P1,Portugal Primeira Liga,2019-08-11,Maritimo,Sp Lisbon,1,1,2.6,1.8,0.8,1.8,0.8,0.8,1.8,1.8,0.8,0.8,1.8,1500.0,1500.0,0.0,7.0,7.0,1,1,0.16320979258755525,0.25025501530091804,0.5865351921115267,0.47368421052631576,0.5263157894736842,0,0,0.75,0.75,5.75,3.75,1.6,2.0,1.8,2.04,1.86,0.9026583011524241,1.6729263052326688,2.575584606385093,-0.7702680040802448,0.09734169884757593,-0.6729263052326688,1,1,1,https://www.football-data.co.uk/mmz4281/1920/P1.csv
